DATE,FIPS,DS_TEMP_VARIATION_PREVIOUS_DAY,DS_DAILY_CLOUDCOVER,DS_WEATHER_ICON,DS_DAILY_LOW_TEMP,DS_DAILY_HIGH_TEMP,DS_DAILY_TOTAL_RAINFALL,STORE_BRAND_ID,TOTAL_TRAFFIC,DINEIN_TRAFFIC,DRIVETHRU_TRAFFIC
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,Jan-98,212,9,122
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,1-912,235,98,0
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1102786,355,0,351
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,1-1579,204,24,107
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1102654,204,0,204
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,1-783,376,56,223
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100239,138,0,138
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,1-1448,285,41,160
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,Jan-70,236,98,0
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-942,342,1,326
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-1517,257,1,247
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,Jan-44,215,93,0
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100432,224,9,213
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100552,231,10,213
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-903,333,0,308
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100207,233,9,204
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100461,223,0,223
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100188,261,14,240
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1102671,310,11,277
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100208,347,10,312
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-1645,267,0,210
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,Feb-55,380,1,370
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100322,311,47,250
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100093,304,3,252
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100021,278,0,246
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-1187,372,47,318
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-1208,463,85,362
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100399,348,19,307
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-174,263,7,215
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,11-Feb,389,0,364
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-1239,391,3,353
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-345,286,28,236
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,Feb-82,269,11,249
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100241,257,0,230
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-155,327,0,308
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1102729,188,3,185
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-209,285,0,260
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,2-1333,392,7,361
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,Feb-69,239,10,203
11/19/20,49035,-13.89,0.49,snow,20.68,32.43,0.00051,3-1100367,412,13,295
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-667,173,73,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-1359,161,72,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,25-Jan,181,76,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-691,157,70,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Feb-42,265,4,255
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Jan-51,150,8,89
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Jan-40,224,61,118
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-292,133,41,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,17-Jan,153,9,84
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Jan-69,168,80,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-223,255,0,238
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-1038,233,114,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100131,215,2,210
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,24-Jan,202,15,135
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-1675,293,34,114
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100675,147,0,147
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-670,231,50,61
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Jan-98,173,10,102
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-912,209,97,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1102786,346,0,345
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-1579,202,30,97
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1102654,170,0,170
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-783,372,60,227
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100239,160,0,160
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,1-1448,303,44,165
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Jan-70,245,97,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-942,300,0,292
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-1517,224,0,213
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Jan-44,224,84,0
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100432,199,1,194
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100552,224,9,191
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-903,270,0,251
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100207,187,9,166
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100461,219,0,219
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100188,199,0,192
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1102671,327,26,276
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100208,329,8,300
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-1645,213,26,176
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Feb-55,340,2,331
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100322,284,39,231
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100093,261,0,223
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100021,251,4,225
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-1187,361,32,319
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-1208,418,49,361
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100399,330,17,291
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-174,295,13,246
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,11-Feb,378,4,355
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-1239,358,11,311
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-345,273,27,222
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Feb-82,233,17,206
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100241,204,3,179
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-155,277,0,272
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1102729,146,3,142
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-209,254,0,246
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,2-1333,358,5,336
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,Feb-69,248,22,194
11/23/20,49035,-5.65,0.57,partly-cloudy-day,16.94,28.38,0.00018,3-1100367,386,17,271
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Feb-81,347,5,331
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Feb-68,200,2,196
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Jan-52,171,168,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Feb-64,268,6,251
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,2-1671,227,3,214
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Feb-63,372,7,349
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Jan-55,112,84,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,24-Jan,149,102,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Jan-73,142,95,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,28-Jan,88,38,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,17-Jan,135,64,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,20-Jan,149,74,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,1-1692,94,53,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,2-Feb,373,2,354
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Feb-30,235,0,235
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,2-1842,190,2,188
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Jan-85,135,72,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,2-207,239,5,217
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Feb-80,294,13,272
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,23-Feb,299,3,283
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,1-Jan,268,145,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Jan-76,155,84,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Feb-77,239,10,215
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Jan-61,203,42,110
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Jan-48,200,15,129
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,1-1821,179,37,61
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,1-1056,194,114,0
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,Jan-46,200,46,94
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,3-1101884,263,26,227
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,4-1067,179,27,83
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,3-1101442,236,82,149
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,3-1100578,208,1,130
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,3-1100752,301,34,259
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,3-1101589,261,0,213
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,3-1102535,258,9,238
11/12/20,32003,7.19,0.37,partly-cloudy-day,43.1,70.89,0.00001,3-1101455,172,28,138
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Feb-63,391,9,366
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Feb-81,323,7,309
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Feb-68,177,3,172
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Jan-52,142,142,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Feb-64,301,1,287
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,2-1671,252,4,240
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Jan-55,107,75,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,24-Jan,178,93,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Jan-73,157,100,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,28-Jan,144,82,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,21-Feb,118,0,116
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,17-Jan,110,40,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,20-Jan,150,73,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,1-1692,87,38,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,2-Feb,307,3,299
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Feb-30,288,3,277
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,2-1842,223,2,221
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Jan-85,146,67,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,2-207,245,2,236
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Feb-80,290,6,277
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,23-Feb,286,3,277
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,1-Jan,259,158,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Jan-76,159,88,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Feb-77,260,7,238
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Jan-61,196,36,119
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Jan-48,191,20,114
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,1-1821,151,40,55
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,1-1056,200,117,0
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,Jan-46,183,44,103
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,3-1101884,272,35,232
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,4-1067,177,31,95
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,3-1101442,258,115,139
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,3-1100578,218,2,145
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,3-1100752,329,28,285
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,3-1101589,235,0,196
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,3-1102535,295,11,262
11/19/20,32003,-6.93,0,clear-day,50.28,76.89,0.00001,3-1101455,171,7,131
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Feb-63,336,6,325
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Feb-81,326,3,320
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Feb-68,180,1,178
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Jan-52,164,164,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Feb-64,262,2,255
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,2-1671,230,5,217
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Jan-55,89,59,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,24-Jan,133,74,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Jan-73,118,80,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,28-Jan,142,84,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,21-Feb,136,0,131
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,17-Jan,123,58,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,20-Jan,135,62,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,1-1692,100,53,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,2-Feb,308,4,295
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Feb-30,271,7,250
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,2-1842,181,0,181
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Jan-85,128,76,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,2-207,206,1,195
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Feb-80,281,15,254
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,23-Feb,297,0,292
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,1-Jan,263,151,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Jan-76,116,72,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Feb-77,255,9,229
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Jan-61,179,40,100
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Jan-48,169,18,100
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,1-1821,194,42,84
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,1-1056,172,104,0
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,Jan-46,184,40,102
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,3-1101884,262,18,227
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,4-1067,154,30,71
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,3-1101442,255,88,163
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,3-1100578,317,3,209
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,3-1100752,313,11,286
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,3-1101589,219,0,184
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,3-1102535,303,11,256
11/23/20,32003,-6.25,0.31,clear-day,44.37,67.22,0.00002,3-1101455,160,4,126
11/13/20,6077,-1.45,0.53,rain,36.46,64.31,0.00081,3-1100801,313,10,262
11/13/20,6077,-1.45,0.53,rain,36.46,64.31,0.00081,3-1100308,298,0,219
11/18/20,6077,-4.22,0.71,rain,54.39,65.96,0.0126,3-1100801,202,7,178
11/18/20,6077,-4.22,0.71,rain,54.39,65.96,0.0126,3-1100308,239,0,182
11/25/20,6077,-2.1,0.1,clear-day,36.67,63.89,0.00006,3-1100801,312,4,268
11/25/20,6077,-2.1,0.1,clear-day,36.67,63.89,0.00006,3-1100308,364,1,282
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,1-550,298,76,0
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,Jan-70,164,89,0
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,1-1256,291,50,125
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,1-1688,256,165,0
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,Jan-39,290,45,128
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,1-522,203,113,0
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,Feb-34,413,0,401
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,2-248,280,0,277
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,Jan-33,141,31,61
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,Feb-90,142,113,0
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,1-819,183,89,0
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,2-738,342,10,291
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,3-Feb,309,0,307
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,2-280,315,0,305
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,25-Feb,367,0,346
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,Feb-67,414,0,408
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,2-933,524,0,505
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,2-289,248,0,240
11/13/20,18097,-4.45,0.26,clear-day,30.11,49.07,0.00006,15-Feb,392,0,365
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,1-550,321,95,0
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,Jan-70,155,84,0
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,1-1256,296,48,121
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,1-1688,241,149,0
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,Jan-39,298,35,137
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,1-522,213,121,0
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,Feb-34,309,0,291
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,2-248,232,0,224
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,Jan-33,147,45,47
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,Feb-90,145,31,0
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,1-819,143,68,0
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,2-738,360,16,295
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,3-Feb,345,0,337
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,2-280,253,0,246
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,25-Feb,314,0,305
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,Feb-67,371,0,364
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,2-933,211,0,207
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,2-289,252,0,236
11/18/20,18097,4.17,0.09,clear-day,29.72,50.18,0.00006,15-Feb,404,11,377
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,1-550,209,68,0
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,Jan-70,126,59,0
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,1-1256,194,31,77
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,1-1688,186,93,0
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,Jan-39,231,17,119
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,1-522,172,107,0
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,Feb-34,268,0,251
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,2-248,244,0,241
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,Jan-33,108,32,35
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,Feb-90,94,15,0
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,1-819,120,54,0
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,2-738,346,9,303
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,3-Feb,325,0,319
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,2-280,293,0,284
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,25-Feb,321,0,297
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,Feb-67,404,0,397
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,2-933,511,0,487
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,2-289,243,0,227
11/25/20,18097,7.91,0.88,rain,44.69,56.94,0.03636,15-Feb,310,0,291
11/13/20,24031,-8.68,0.44,partly-cloudy-day,46.17,60.01,0.00004,Jan-87,155,97,0
11/13/20,24031,-8.68,0.44,partly-cloudy-day,46.17,60.01,0.00004,May-63,369,307,0
11/13/20,24031,-8.68,0.44,partly-cloudy-day,46.17,60.01,0.00004,2-610,427,0,414
11/18/20,24031,-7.96,0.11,clear-day,31.34,44.57,0.00001,Jan-87,144,93,0
11/18/20,24031,-7.96,0.11,clear-day,31.34,44.57,0.00001,May-63,190,146,0
11/18/20,24031,-7.96,0.11,clear-day,31.34,44.57,0.00001,2-610,351,0,322
11/25/20,24031,6.24,0.62,partly-cloudy-day,40.98,58.37,0.00004,Jan-87,122,83,0
11/25/20,24031,6.24,0.62,partly-cloudy-day,40.98,58.37,0.00004,May-63,178,149,0
11/25/20,24031,6.24,0.62,partly-cloudy-day,40.98,58.37,0.00004,2-610,386,1,348
11/13/20,25025,-14.75,0.95,rain,43.52,51.09,0.00697,1-Jan,91,57,0
11/18/20,25025,-9.54,0.07,clear-day,27.87,38.02,0.00006,1-Jan,81,42,0
11/25/20,25025,7.07,0.76,partly-cloudy-day,32.67,51.22,0.00029,1-Jan,81,55,0
11/13/20,42091,-14.6,0.65,rain,44.26,53.05,0.00218,May-61,492,366,0
11/13/20,42091,-14.6,0.65,rain,44.26,53.05,0.00218,5-102,324,230,0
11/13/20,42091,-14.6,0.65,rain,44.26,53.05,0.00218,Feb-77,285,0,267
11/13/20,42091,-14.6,0.65,rain,44.26,53.05,0.00218,Feb-44,119,0,111
